shrid2,pc91_state_id,pc91_district_id,pc91_town_id,pc91_land_area,pc91_pca_tot_p
11-08-100-00469-800456,21,01,104000,29.53,26140.0
11-08-100-00470-800457,21,01,111000,6.81,22126.0
11-08-100-00471-800458,21,01,112000,3.0,32722.0
11-08-100-00472-800459,21,01,113000,2.5,28912.0
11-08-101-00473-069113,21,02,100000,2.93,15604.0
11-08-101-00473-800460,21,02,300000,165.75,416289.0
11-08-101-00473-800461,21,02,101000,5.0,13395.0
11-08-101-00477-800462,21,02,102000,11.16,35854.0
11-08-101-00480-800463,21,03,104000,42.8,36463.0
11-08-102-00481-800464,21,03,100000,6.25,21477.0
11-08-102-00482-800465,21,03,101000,12.8,43696.0
11-08-102-00483-800466,21,03,102000,16.2,67954.0
11-08-102-00484-800467,21,03,103000,5.0,9346.0
11-08-102-00484-800468,21,03,110101,28.8,82852.0
11-08-102-00485-800469,21,03,105000,50.2,55079.0
11-08-102-00485-800470,21,03,106000,5.0,19538.0
11-08-102-00486-800471,21,03,107000,9.0,23256.0
11-08-102-00486-800472,21,03,108000,10.0,15535.0
11-08-102-00486-800473,21,03,109000,5.18,70843.0
11-08-103-00487-800474,21,04,100000,16.0,17413.0
11-08-103-00487-800475,21,04,101000,2.0,16490.0
11-08-103-00487-800476,21,04,102000,3.08,72187.0
11-08-103-00487-800477,21,04,103000,4.0,12088.0
11-08-103-00488-800478,21,04,200001,4.0,21430.0
11-08-103-00488-800479,21,04,201000,5.0,11680.0
11-08-103-00488-800480,21,04,105000,12.0,16534.0
11-08-103-00488-800481,21,04,104000,9.0,27787.0
11-08-103-00490-071567,21,04,210002,9.31,23465.0
11-08-103-00490-800482,21,04,210001,11.31,17725.0
11-08-103-00491-800483,21,04,106000,13.0,15073.0
11-08-103-00491-800484,21,04,107000,18.0,51190.0
11-08-103-00492-800485,21,04,108000,35.0,21982.0
11-08-104-00493-800486,21,05,100000,15.12,16238.0
11-08-104-00496-800487,21,05,102000,20.0,15285.0
11-08-104-00496-800488,21,05,103000,10.0,15399.0
11-08-104-00497-800489,21,05,101000,21.09,22741.0
11-08-104-00499-800490,21,05,300101,58.13,210146.0
11-08-104-00502-800491,21,05,104000,25.0,20224.0
11-08-104-00503-073683,21,05,105000,5.0,7991.0
11-08-104-00504-800492,21,05,106000,5.0,12263.0
11-08-105-00506-800493,21,06,100000,6.0,24190.0
11-08-105-00507-800494,21,06,101000,2.04,16235.0
11-08-105-00508-800495,21,06,102000,2.41,34083.0
11-08-105-00509-800496,21,06,103000,14.91,17126.0
11-08-105-00510-800497,21,06,104000,14.35,16355.0
11-08-105-00511-800498,21,06,300101,40.72,150042.0
11-08-105-00512-800499,21,06,105000,21.44,14524.0
11-08-105-00512-800500,21,06,106000,9.0,14881.0
11-08-105-00513-800501,21,06,107000,9.0,26529.0
11-08-106-00516-800502,21,07,100000,22.27,37537.0
11-08-106-00518-800503,21,07,101000,32.03,68533.0
11-08-106-00519-800504,21,07,102000,10.0,22755.0
11-08-107-00520-800505,21,08,101000,5.0,16736.0
11-08-107-00522-800506,21,08,102000,48.0,60780.0
11-08-107-00523-800507,21,08,103000,35.0,49008.0
11-08-108-00526-800508,21,08,105101,9.95,68886.0
11-08-108-00531-800509,21,08,106101,60.38,77690.0
11-08-109-00533-077925,21,09,115000,28.09,16153.0
11-08-109-00533-800510,21,09,116101,3.18,16452.0
11-08-109-00534-078282,21,08,100000,3.5,13091.0
11-08-109-00536-800511,21,09,114000,11.0,38576.0
11-08-109-00537-800512,21,09,113000,9.42,20975.0
11-08-110-00538-800513,21,09,100000,20.0,31749.0
11-08-110-00539-800514,21,09,101000,31.07,13169.0
11-08-110-00540-079345,21,09,103000,4.37,20754.0
11-08-110-00540-800515,21,09,102000,10.0,17833.0
11-08-110-00541-800516,21,09,104000,22.53,38523.0
11-08-110-00542-079671,21,09,109000,36.0,12231.0
11-08-110-00542-800517,21,09,105000,39.27,21601.0
11-08-110-00542-800518,21,09,107000,10.24,20684.0
11-08-110-00542-800519,21,09,108000,10.5,19106.0
11-08-110-00542-800520,21,09,106000,10.0,9546.0
11-08-110-00545-800521,21,09,110000,32.59,15509.0
11-08-110-00546-800522,21,09,300100,200.4,1458483.0
11-08-110-00549-080899,21,09,111000,15.0,15135.0
11-08-110-00550-800523,21,09,112000,13.25,20408.0
11-08-111-00551-800524,21,10,100000,2.57,24706.0
11-08-111-00551-800525,21,10,101000,9.06,66387.0
11-08-111-00552-800526,21,10,102000,16.26,44560.0
11-08-111-00553-800527,21,10,300000,22.57,148272.0
11-08-111-00554-800528,21,10,107000,71.23,19283.0
11-08-111-00555-800529,21,10,104000,4.0,20495.0
11-08-111-00555-800530,21,10,105000,16.0,23891.0
11-08-111-00555-800531,21,10,106000,30.0,17653.0
11-08-111-00556-800532,21,10,103000,20.0,22274.0
11-08-112-00557-800533,21,15,100000,61.26,48205.0
11-08-112-00558-800534,21,15,101000,14.5,32889.0
11-08-112-00560-800535,21,15,102000,37.81,68194.0
11-08-112-00560-800536,21,15,103000,47.0,12521.0
11-08-112-00560-800537,21,15,104000,1.52,14479.0
11-08-112-00562-800538,21,15,105000,24.0,31728.0
11-08-112-00563-083491,21,15,106000,4.0,7059.0
11-08-112-00564-800539,21,15,107000,16.24,10134.0
11-08-112-00565-800540,21,15,110101,3.43,66720.0
11-08-112-00566-800541,21,15,108000,24.52,36740.0
11-08-112-00566-800542,21,15,109000,35.0,13967.0
11-08-113-00567-800543,21,14,102101,10.0,39286.0
11-08-113-00570-800544,21,14,300000,78.6,666279.0
11-08-113-00573-800545,21,14,100000,10.0,27828.0
11-08-113-00573-800546,21,14,101000,110.0,31157.0
11-08-114-00574-800547,21,13,100000,126.27,38735.0
11-08-114-00575-800548,21,13,101000,8.0,14865.0
11-08-115-00579-800549,21,17,100000,12.0,46858.0
11-08-115-00580-087533,21,17,103000,5.0,15830.0
11-08-115-00580-087549,21,17,102000,32.0,12853.0
11-08-115-00582-800550,21,17,101000,10.29,68625.0
11-08-116-00587-800551,21,18,100000,16.99,33650.0
11-08-116-00588-800552,21,18,102000,14.7,30731.0
11-08-116-00590-800553,21,18,101000,16.0,18827.0
11-08-117-00592-800554,21,19,100000,4.8,19866.0
11-08-117-00593-800555,21,19,101000,20.72,28117.0
11-08-117-00594-090133,21,19,103000,14.91,9019.0
11-08-117-00594-800556,21,19,102000,10.0,15185.0
11-08-117-00595-800557,21,19,104000,15.54,15593.0
11-08-117-00595-800558,21,19,105101,13.35,39802.0
11-08-118-00597-090409,21,16,101000,8.0,14653.0
11-08-118-00597-800559,21,16,100000,36.23,14532.0
11-08-118-00598-090482,21,16,102000,10.0,12582.0
11-08-118-00599-090726,21,16,104000,9.14,9100.0
11-08-118-00599-800560,21,16,103000,11.46,30168.0
11-08-118-00601-800561,21,16,300000,83.97,136842.0
11-08-118-00602-091065,21,16,105000,13.81,9637.0
11-08-118-00603-800562,21,16,106000,8.0,9556.0
11-08-118-00603-800563,21,16,107000,85.62,21151.0
11-08-118-00604-800564,21,16,108000,24.0,12305.0
11-08-118-00604-800565,21,16,109000,9.3,21221.0
11-08-118-00605-800566,21,16,110000,5.0,16154.0
11-08-118-00605-800567,21,16,111000,8.0,15446.0
11-08-119-00606-800568,21,11,102000,25.1,81948.0
11-08-119-00607-800569,21,11,100000,16.34,11506.0
11-08-119-00607-800570,21,11,300000,241.58,402700.0
11-08-119-00609-800571,21,11,310101,17.74,106721.0
11-08-119-00610-800572,21,11,103000,10.0,20603.0
11-08-119-00611-800573,21,11,101000,0.91,42208.0
11-08-119-00613-800574,21,11,104000,5.0,12316.0
11-08-119-00614-800575,21,11,105000,8.0,25573.0
11-08-120-00615-800576,21,12,104101,43.34,23643.0
11-08-120-00617-800577,21,12,100000,44.76,22889.0
11-08-120-00618-800578,21,12,300101,16.03,100235.0
11-08-120-00619-800579,21,12,101000,54.14,17641.0
11-08-120-00620-800580,21,12,102000,3.75,16779.0
11-08-120-00621-800581,21,12,103000,4.0,9233.0
11-08-121-00623-800582,21,25,100000,14.0,12148.0
11-08-121-00624-800583,21,25,201000,13.39,4540.0
11-08-121-00624-800584,21,25,200001,25.0,22891.0
11-08-121-00625-800585,21,25,103000,25.9,15748.0
11-08-121-00625-800586,21,25,102000,64.0,13370.0
11-08-121-00626-800587,21,25,101000,22.76,65047.0
11-08-122-00627-800588,21,20,100000,25.0,11080.0
11-08-122-00628-800589,21,20,101000,12.0,19253.0
11-08-122-00629-800590,21,20,102000,56.52,23644.0
11-08-122-00631-095245,21,20,104000,17.15,16844.0
11-08-122-00633-800591,21,20,105000,6.0,15224.0
11-08-122-00634-800592,21,20,300000,118.49,183965.0
11-08-122-00636-800593,21,20,103000,20.0,15080.0
11-08-122-00637-800594,21,20,106000,84.0,16635.0
11-08-122-00638-096393,21,20,107000,13.93,9419.0
11-08-123-00640-800595,21,21,100000,24.0,13933.0
11-08-123-00641-800596,21,21,101000,8.0,14614.0
11-08-123-00643-800597,21,21,102000,55.0,38831.0
11-08-123-00645-800598,21,21,103000,42.0,30878.0
11-08-124-00646-800599,21,23,100000,10.24,35681.0
11-08-124-00648-098173,21,23,102000,10.03,5896.0
11-08-124-00648-800600,21,23,101000,7.0,22240.0
11-08-125-00651-098875,21,24,100000,3.97,9477.0
11-08-125-00652-098913,21,24,101000,3.67,2468.0
11-08-125-00652-800601,21,24,103001,16.95,67908.0
11-08-125-00654-800602,21,24,102000,1.0,9341.0
11-08-126-00657-800603,21,22,100000,13.03,15641.0
11-08-126-00658-800604,21,22,101000,21.53,29086.0
11-08-126-00659-800605,21,22,102000,41.76,71569.0
11-08-126-00660-800606,21,22,103000,26.75,16028.0
11-08-126-00663-800607,21,22,104000,5.0,41921.0
11-08-126-00664-800608,21,22,106000,13.0,13318.0
11-08-127-00667-800609,21,26,300000,221.36,537371.0
11-08-127-00667-800610,21,26,103000,17.23,16040.0
11-08-127-00668-102332,21,26,104000,1.61,6073.0
11-08-127-00668-102333,21,26,106000,3.04,9742.0
11-08-127-00668-102334,21,26,107000,5.7,11056.0
11-08-127-00668-800611,21,26,105000,10.82,20875.0
11-08-127-00669-800612,21,26,108000,14.89,15603.0
11-08-128-00670-800613,21,26,100000,27.45,16957.0
11-08-128-00671-800614,21,26,101000,23.48,18526.0
11-08-128-00672-800615,21,26,102000,13.88,57719.0
11-08-128-00676-800616,21,26,110000,9.0,16384.0
11-08-128-00677-103778,21,26,109000,6.0,13489.0
11-08-129-00678-103985,21,27,100000,11.46,10657.0
11-08-129-00679-800617,21,27,101000,12.95,38671.0
11-08-129-00679-800618,21,27,102000,20.17,23067.0
11-08-129-00680-800619,21,27,103000,5.85,14490.0
11-08-129-00681-104837,21,27,104000,12.44,7161.0
11-08-129-00682-800620,21,27,105000,6.2,29740.0
11-08-129-00683-105065,21,27,106000,2.98,11364.0
11-08-129-00683-800621,21,27,107000,7.0,9594.0
11-08-129-00684-105388,21,27,108000,3.33,6219.0
11-08-130-00685-800622,21,21,104000,15.0,16485.0
11-08-130-00689-800623,21,21,300000,64.28,308571.0
11-08-130-00690-800624,21,21,105000,3.89,14739.0
11-08-130-00690-800625,21,21,106000,6.0,11303.0
11-08-130-00692-800626,21,21,108000,4.0,13981.0
11-08-130-00693-107554,21,21,201000,3.0,6849.0
11-08-130-00693-107555,21,21,200001,2.5,7588.0
11-08-130-00694-107683,21,21,109000,1.0,7435.0
11-08-131-00696-108047,21,21,107000,3.56,8812.0
11-08-131-00698-800627,21,22,105000,7.0,14621.0
11-08-131-00699-800628,21,22,107000,24.5,29443.0
11-09-132-00701-800629,25,12,104000,1.0,14569.0
11-09-132-00702-800630,25,12,300000,25.36,374945.0
11-09-132-00703-800631,25,12,105000,0.37,12647.0
11-09-132-00703-800632,25,12,108000,6.0,12384.0
11-09-132-00703-800633,25,12,103000,0.26,15182.0
11-09-132-00703-800634,25,12,107000,0.8,10297.0
11-09-132-00703-800635,25,12,101000,7.12,41198.0
11-09-132-00703-800636,25,12,109000,0.98,8045.0
11-09-132-00704-800637,25,12,100000,7.9,66208.0
11-09-132-00705-800638,25,12,106000,0.42,12993.0
11-09-132-00705-800639,25,12,102000,1.45,21184.0
11-09-133-00706-800640,25,14,111000,1.43,13303.0
11-09-133-00706-800641,25,14,115000,1.21,13062.0
11-09-133-00706-800642,25,14,101000,3.83,56079.0
11-09-133-00706-800643,25,14,103000,5.96,32513.0
11-09-133-00707-800644,25,14,116000,4.5,13044.0
11-09-133-00707-800645,25,14,100000,3.73,70853.0
11-09-133-00707-800646,25,14,113000,3.37,13634.0
11-09-133-00707-800647,25,14,118000,1.62,9195.0
11-09-133-00707-800648,25,14,104000,1.19,25577.0
11-09-133-00707-800649,25,14,108000,1.21,19360.0
11-09-133-00708-800650,25,14,109000,1.85,17752.0
11-09-133-00708-800651,25,14,107000,8.75,18593.0
11-09-133-00708-800652,25,14,300101,12.04,247624.0
11-09-133-00709-800653,25,14,112000,2.01,13437.0
11-09-133-00709-800654,25,14,105000,5.87,26931.0
11-09-133-00709-800655,25,14,117000,2.63,13287.0
11-09-133-00710-800656,25,14,102000,3.76,44319.0
11-09-133-00711-800657,25,14,114000,0.61,13865.0
11-09-133-00711-800658,25,14,110000,1.0,14006.0
11-09-133-00711-800659,25,14,106000,1.3,22796.0
11-09-134-00712-800660,25,09,115000,2.0,14299.0
11-09-134-00712-800661,25,09,100000,4.3,66860.0
11-09-134-00712-800662,25,09,117000,1.22,12468.0
11-09-134-00712-800663,25,09,104000,4.45,43757.0
11-09-134-00713-112564,25,09,201000,0.77,7414.0
11-09-134-00713-800664,25,09,114000,1.45,15408.0
11-09-134-00713-800665,25,09,200001,3.65,66486.0
11-09-134-00713-800666,25,09,113000,3.25,14808.0
11-09-134-00713-800667,25,09,108000,2.76,15830.0
11-09-134-00714-800668,25,09,101000,8.35,58513.0
11-09-134-00714-800669,25,09,111000,1.3,17981.0
11-09-134-00715-800670,25,09,109000,0.62,18650.0
11-09-134-00715-800671,25,09,103000,5.35,42230.0
11-09-134-00715-800672,25,09,106000,2.25,39179.0
11-09-134-00715-800673,25,09,107000,6.1,34753.0
11-09-134-00715-800674,25,09,105000,2.72,37560.0
11-09-134-00715-800675,25,09,110000,8.05,18198.0
11-09-134-00716-114351,25,09,116000,6.35,12898.0
11-09-134-00716-800676,25,09,112000,1.55,22235.0
11-09-134-00716-800677,25,09,102000,1.53,55825.0
11-09-135-00717-800678,25,10,103000,8.3,25279.0
11-09-135-00718-800679,25,10,105000,0.8,20297.0
11-09-135-00718-800680,25,10,113000,0.6,11365.0
11-09-135-00719-800681,25,10,109000,3.05,17996.0
11-09-135-00719-800682,25,10,300200,1.81,14487.0
11-09-135-00719-800682,25,10,300100,34.19,429214.0
11-09-135-00720-115652,25,10,201000,4.64,10153.0
11-09-135-00720-800683,25,10,108000,3.71,18516.0
11-09-135-00720-800684,25,10,200001,1.8,21509.0
11-09-135-00721-800685,25,10,107000,3.39,18310.0
11-09-135-00721-800686,25,10,310000,15.65,150869.0
11-09-135-00722-800687,25,10,104000,6.55,21723.0
11-09-135-00722-800688,25,10,111000,1.84,13630.0
11-09-135-00722-800689,25,10,100000,8.8,82748.0
11-09-136-00723-800690,25,11,106000,1.3,11830.0
11-09-136-00723-800691,25,11,103000,0.54,19782.0
11-09-136-00724-800692,25,11,100000,9.07,29328.0
11-09-136-00725-800693,25,11,101000,11.5,26463.0
11-09-136-00725-800694,25,11,105000,2.4,17481.0
11-09-136-00726-800695,25,11,300000,20.2,243742.0
11-09-136-00727-800696,25,11,102000,7.0,25128.0
11-09-136-00728-800697,25,11,104000,11.02,18962.0
11-09-137-00729-800698,25,10,110000,4.69,16484.0
11-09-137-00729-800699,25,10,102000,9.48,24097.0
11-09-137-00729-800700,25,10,114000,14.2,21096.0
11-09-137-00730-800701,25,10,106000,2.05,20613.0
11-09-137-00730-800702,25,10,320000,6.32,137061.0
11-09-137-00730-800703,25,10,115000,5.03,6514.0
11-09-137-00731-800704,25,10,101000,9.71,43383.0
11-09-137-00731-800705,25,10,112000,1.15,14125.0
11-09-138-00732-800706,25,15,114000,1.19,11047.0
11-09-138-00732-800707,25,15,102000,14.05,42980.0
11-09-138-00732-800708,25,15,116000,1.05,10025.0
11-09-138-00732-800709,25,15,108000,3.63,14471.0
11-09-138-00733-119005,25,15,117000,5.98,12443.0
11-09-138-00733-800710,25,15,111000,2.29,13970.0
11-09-138-00733-800711,25,15,119000,3.0,9060.0
11-09-138-00733-800712,25,15,107000,3.06,15081.0
11-09-138-00733-800713,25,15,101000,4.0,51701.0
11-09-138-00733-800714,25,15,109000,3.44,13677.0
11-09-138-00733-800715,25,15,106000,3.05,19270.0
11-09-138-00734-800716,25,15,300100,141.89,753778.0
11-09-138-00734-800717,25,15,300200,35.69,96021.0
11-09-138-00734-800718,25,15,112000,0.82,14402.0
11-09-138-00734-800719,25,15,118000,1.75,10550.0
11-09-139-00735-800720,25,15,105000,1.1,16008.0
11-09-139-00735-800721,25,15,110000,1.1,12784.0
11-09-139-00735-800722,25,15,113000,0.9,12309.0
11-09-139-00735-800723,25,15,100000,10.36,67705.0
11-09-139-00736-800724,25,15,104000,2.88,24939.0
11-09-139-00736-800725,25,15,115000,0.92,10871.0
11-09-139-00736-800726,25,15,120000,1.89,8274.0
11-09-139-00737-800727,25,15,103000,1.21,35191.0
11-09-140-00738-119646,25,16,112000,9.6,10373.0
11-09-140-00738-119675,25,16,111000,6.53,8473.0
11-09-140-00738-119677,25,16,320300,2.95,8110.0
11-09-140-00738-119678,25,16,320200,4.0,13509.0
11-09-140-00738-119679,25,16,104000,6.63,12792.0
11-09-140-00738-800728,25,16,108000,1.2,9181.0
11-09-140-00738-800729,25,16,110000,1.6,8841.0
11-09-140-00738-800730,25,16,320100,10.36,101660.0
11-09-140-00738-800731,25,16,107000,0.44,10940.0
11-09-140-00738-800732,25,16,101000,1.6,44395.0
11-09-140-00739-800733,25,16,114000,6.93,30360.0
11-09-140-00739-800733,25,16,106000,2.63,36561.0
11-09-140-00739-800734,25,16,300300,0.54,10662.0
11-09-140-00739-800734,25,16,300100,63.79,454156.0
11-09-140-00739-800734,25,16,109000,1.96,12387.0
11-09-140-00739-800735,25,16,105000,3.25,16963.0
11-09-140-00740-800736,25,16,100000,4.53,50162.0
11-09-140-00740-800737,25,16,310000,14.2,146262.0
11-09-140-00740-800738,25,16,115000,5.37,3581.0
11-09-140-00741-800739,25,16,103000,32.0,25241.0
11-09-141-00742-120130,25,16,113000,1.14,7313.0
11-09-141-00742-120227,25,16,330000,90.43,146514.0
11-09-141-00742-800740,25,16,102000,6.25,32883.0
11-09-141-00743-800741,25,17,119000,2.13,6127.0
11-09-141-00743-800742,25,17,115000,9.89,9531.0
11-09-141-00744-800743,25,17,112000,10.37,10769.0
11-09-141-00744-800744,25,17,117000,10.03,8206.0
11-09-141-00744-800745,25,17,107000,18.24,21376.0
11-09-142-00745-800746,25,17,101000,8.78,60992.0
11-09-142-00745-800747,25,17,120000,1.23,5838.0
11-09-142-00746-800748,25,17,109000,3.0,15402.0
11-09-142-00746-800749,25,17,300000,12.33,127201.0
11-09-142-00746-800750,25,17,103000,2.23,33982.0
11-09-142-00747-800751,25,17,116000,3.75,9101.0
11-09-142-00747-800752,25,17,105000,5.17,29888.0
11-09-142-00747-800753,25,17,114000,6.4,11093.0
11-09-142-00747-800754,25,17,113000,1.63,11420.0
11-09-142-00748-800755,25,17,108000,2.59,19684.0
11-09-142-00748-800756,25,17,102000,2.84,37981.0
11-09-142-00749-800757,25,17,104000,2.33,27721.0
11-09-142-00749-800758,25,17,110000,5.44,15652.0
11-09-142-00750-800759,25,17,106000,6.0,29197.0
11-09-142-00750-800760,25,17,111000,0.23,13127.0
11-09-142-00750-800761,25,17,118000,5.97,8202.0
11-09-142-00751-800762,25,17,100000,10.36,80305.0
11-09-143-00752-800763,25,18,108000,5.83,13276.0
11-09-143-00752-800764,25,18,102000,15.54,21770.0
11-09-143-00754-800765,25,18,100000,1.37,35135.0
11-09-143-00754-800766,25,18,106000,8.92,13343.0
11-09-143-00755-122709,25,18,103000,3.0,16095.0
11-09-143-00755-800767,25,18,110000,12.83,9682.0
11-09-143-00755-800768,25,18,300000,34.05,480520.0
11-09-143-00755-800769,25,18,104000,17.62,15548.0
11-09-143-00755-800770,25,18,112000,4.86,8846.0
11-09-143-00755-800771,25,18,113000,12.62,7379.0
11-09-143-00755-800772,25,18,116000,17.47,4759.0
11-09-143-00756-800773,25,18,114000,3.67,7940.0
11-09-143-00756-800774,25,18,115000,5.51,5010.0
11-09-144-00757-800775,25,18,105000,0.5,11494.0
11-09-144-00758-800776,25,18,101000,2.83,29823.0
11-09-144-00758-800777,25,18,107000,9.86,10305.0
11-09-144-00758-800778,25,18,117000,3.9,4514.0
11-09-144-00759-800779,25,18,111000,10.42,10098.0
11-09-144-00759-800780,25,18,310000,8.33,113285.0
11-09-144-00759-800781,25,18,109000,1.14,9676.0
11-09-144-00760-800782,25,19,103000,0.93,22347.0
11-09-144-00760-800783,25,19,112000,3.0,7141.0
11-09-145-00761-800784,25,19,101000,3.89,31293.0
11-09-145-00761-800785,25,19,107000,6.92,8690.0
11-09-145-00761-800786,25,19,108000,8.73,7730.0
11-09-145-00761-800787,25,19,102000,1.18,16370.0
11-09-145-00761-800788,25,19,106000,0.47,8935.0
11-09-145-00762-800789,25,19,115000,3.5,5529.0
11-09-145-00763-800790,25,19,105000,11.0,13447.0
11-09-145-00763-800791,25,19,116000,1.47,3295.0
11-09-145-00763-800792,25,19,111000,2.1,6543.0
11-09-145-00763-800793,25,19,109000,1.37,7709.0
11-09-145-00764-800794,25,19,113000,2.1,5923.0
11-09-145-00764-800795,25,19,100000,4.4,47746.0
11-09-145-00764-800796,25,19,114000,0.49,4643.0
11-09-145-00764-800797,25,19,104000,0.73,14867.0
11-09-145-00764-800798,25,19,110000,0.14,7121.0
11-09-145-00764-800799,25,19,300100,9.37,226691.0
11-09-145-00764-800800,25,19,300200,12.44,9231.0
11-09-146-00765-800801,25,20,104000,2.59,12691.0
11-09-146-00766-124698,25,20,109000,4.37,13357.0
11-09-146-00766-800802,25,20,300300,8.55,4871.0
11-09-146-00766-800803,25,20,300400,0.31,1647.0
11-09-146-00766-800804,25,20,300100,120.57,891790.0
11-09-146-00766-800805,25,20,300200,11.56,49755.0
11-09-146-00767-800806,25,20,101000,1.58,18436.0
11-09-146-00767-800807,25,20,102000,3.14,14177.0
11-09-146-00767-800808,25,20,100000,8.0,25446.0
11-09-146-00768-800809,25,20,110000,3.0,8773.0
11-09-146-00768-800810,25,20,108000,2.5,12939.0
11-09-146-00769-800811,25,20,103000,10.5,19183.0
11-09-146-00769-800812,25,20,105000,1.86,13624.0
11-09-146-00770-800813,25,20,107000,0.7,11752.0
11-09-146-00770-800814,25,20,106000,0.57,12645.0
11-09-147-00771-125502,25,21,201000,6.52,12267.0
11-09-147-00771-125503,25,21,202000,1.63,7500.0
11-09-147-00771-800815,25,21,200101,2.87,21463.0
11-09-147-00772-800816,25,21,300200,3.24,8952.0
11-09-147-00772-800816,25,21,300101,21.35,261584.0
11-09-147-00773-800817,25,21,103000,6.39,4490.0
11-09-147-00773-800818,25,21,102000,11.02,7787.0
11-09-147-00774-800819,25,21,100000,10.36,62829.0
11-09-147-00774-800820,25,21,101000,0.74,20688.0
11-09-148-00775-800821,25,23,103000,0.47,16198.0
11-09-148-00775-800822,25,23,108000,4.0,3725.0
11-09-148-00775-800823,25,23,105000,8.0,8139.0
11-09-148-00775-800824,25,23,100000,7.77,76735.0
11-09-148-00776-800825,25,23,102000,8.5,19434.0
11-09-148-00777-800826,25,23,101000,4.34,19841.0
11-09-148-00777-800827,25,23,104000,0.5,15994.0
11-09-148-00777-800828,25,23,106000,5.33,7052.0
11-09-148-00777-800829,25,23,107000,12.2,6772.0
